CSAFP,CBSAFP,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,id,tile_name,h_min,h_max,v_min,v_max,msa_area (m2)
468,48980,310M200US48980,48980,"Wilson, NC",M2,953483115,14477233,422,h027v011;h028v011,27,28,11,11,967966200.0
,37420,310M200US37420,37420,"Pampa, TX",M2,2398261671,8700791,423,h014v012;h014v013,14,14,12,13,2406888900.0
,16220,310M200US16220,16220,"Casper, WY",M1,13831870242,91060478,424,h010v006;h010v007;h011v006;h011v007,10,11,6,7,13926579300.0
,15100,310M200US15100,15100,"Brookings, SD",M2,2051807225,32967600,425,h016v006,16,16,6,6,2084813100.0
,41460,310M200US41460,41460,"Salina, KS",M2,3732070899,4371297,426,h015v010;h016v010,15,16,10,10,3736497600.0
474,40980,310M200US40980,40980,"Saginaw, MI",M1,2073181634,40159719,427,h023v006,23,23,6,6,2113506000.0
420,23340,310M200US23340,23340,"Fremont, NE",M2,1369377419,36983845,428,h016v008,16,16,8,8,1406336400.0
474,13020,310M200US13020,13020,"Bay City, MI",M1,1145557660,487987306,429,h023v006,23,23,6,6,1170139500.0
,10140,310M200US10140,10140,"Aberdeen, WA",M2,4926218548,834956830,430,h002v001;h002v002;h003v001;h003v002,2,3,1,2,5016362400.0
206,33420,310M200US33420,33420,"Mineral Wells, TX",M2,2465126936,87327888,431,h015v014;h015v015,15,15,14,15,2552080500.0
382,32900,310M200US32900,32900,"Merced, CA",M1,5011540709,112771056,432,h002v009;h002v010;h003v009,2,3,9,10,5124466800.0
,47620,310M200US47620,47620,"Warren, PA",M2,2289914221,37352304,433,h026v007,26,26,7,7,2327610600.0
,46620,310M200US46620,46620,"Uvalde, TX",M2,4019519389,17321923,434,h014v017,14,14,17,17,4037211900.0
338,47540,310M200US47540,47540,"Wapakoneta, OH",M2,1039599279,1345186,435,h023v008,23,23,8,8,1040976900.0
,29660,310M200US29660,29660,"Laramie, WY",M2,11070466383,89161368,436,h011v007;h011v008;h012v007;h012v008,11,12,7,8,11158803000.0
464,12860,310M200US12860,12860,"Batavia, NY",M2,1276697994,6142605,437,h026v006,26,26,6,6,1282933800.0
244,47420,310M200US47420,47420,"Wahpeton, ND-MN",M2,5663688400,25518466,438,h016v004;h016v005,16,16,4,5,5690096100.0
188,38780,310M200US38780,38780,"Portales, NM",M2,6339211624,18703747,439,h012v013;h012v014,12,12,13,14,6358548600.0
104,11220,310M200US11220,11220,"Amsterdam, NY",M2,1044067737,18598434,440,h028v005;h028v006,28,28,5,6,1062778500.0
466,40300,310M200US40300,40300,"Rochelle, IL",M2,1964706942,11425029,441,h020v007,20,20,7,7,1976057100.0
538,45140,310M200US45140,45140,"Tahlequah, OK",M2,1940958254,69624105,442,h017v012,17,17,12,12,2010917700.0
,32260,310M200US32260,32260,"Marshalltown, IA",M2,1482776067,1803080,443,h018v007;h018v008,18,18,7,8,1484496000.0
,36900,310M200US36900,36900,"Ottumwa, IA",M2,2419122194,17733239,444,h018v008;h018v009;h019v008;h019v009,18,19,8,9,2436746400.0
,15220,310M200US15220,15220,"Brownwood, TX",M2,2446081829,32417771,445,h015v015,15,15,15,15,2478433500.0
222,37120,310M200US37120,37120,"Ozark, AL",M2,1453371189,4016457,446,h023v015,23,23,15,15,1456800300.0
,20060,310M200US20060,20060,"Douglas, GA",M2,1490103280,70753625,447,h025v015,25,25,15,15,1560252600.0
,34660,310M200US34660,34660,"Murray, KY",M2,997205947,66492726,448,h021v011,21,21,11,11,1063888200.0
376,48020,310M200US48020,48020,"Watertown-Fort Atkinson, WI",M2,1441234317,68110734,449,h020v006;h020v007;h021v006;h021v007,20,21,6,7,1509438600.0
456,39900,310M200US39900,39900,"Reno, NV",M1,17004051224,623033216,450,h003v006;h003v007;h003v008;h004v006;h004v007;h004v008,3,4,6,8,17623267200.0
,38260,310M200US38260,38260,"Pittsburg, KS",M2,1527463434,13609426,451,h017v011,17,17,11,11,1541090700.0
476,16460,310M200US16460,16460,"Centralia, IL",M2,1482442356,9487928,452,h021v010,21,21,10,10,1492011900.0
104,24100,310M200US24100,24100,"Gloversville, NY",M2,1283235709,96916405,453,h028v005,28,28,5,5,1380067200.0
,30580,310M200US30580,30580,"Liberal, KS",M2,1655865960,2777350,454,h014v011,14,14,11,11,1658104200.0
533,12460,310M200US12460,12460,"Bainbridge, GA",M2,1546584747,67412755,455,h024v015;h024v016,24,24,15,16,1613994300.0
150,23980,310M200US23980,23980,"Glasgow, KY",M2,2012906596,36263738,456,h022v011;h023v011,22,23,11,11,2049271200.0
,12740,310M200US12740,12740,"Barre, VT",M2,1779419614,21187618,457,h029v004;h029v005,29,29,4,5,1800176400.0
,46900,310M200US46900,46900,"Vernon, TX",M2,2514474407,18257915,458,h014v013;h014v014;h015v013;h015v014,14,15,13,14,2532870000.0
,20980,310M200US20980,20980,"El Dorado, AR",M2,2691561515,41401587,459,h018v014;h019v014,18,19,14,14,2733719400.0
,21540,310M200US21540,21540,"Escanaba, MI",M2,3033127424,2124385259,460,h021v004;h021v005;h022v004;h022v005,21,22,4,5,3068987400.0
240,32740,310M200US32740,32740,"Meadville, PA",M2,2621846809,65303124,461,h025v007;h026v007,25,26,7,7,2687187600.0
,13540,310M200US13540,13540,"Bennington, VT",M2,1748198169,6926826,462,h029v005;h029v006,29,29,5,6,1755131400.0
276,23900,310M200US23900,23900,"Gettysburg, PA",M1,1343400048,7883930,463,h027v008,27,27,8,8,1350778500.0
236,21300,310M200US21300,21300,"Elmira, NY",M1,1055038636,8874334,464,h027v006,27,27,6,6,1063884600.0
566,41400,310M200US41400,41400,"Salem, OH",M2,1377697743,7237745,465,h025v008,25,25,8,8,1384794900.0
104,26460,310M200US26460,26460,"Hudson, NY",M2,1643936648,35063635,466,h029v006,29,29,6,6,1679770800.0
,44540,310M200US44540,44540,"Sterling, CO",M2,4761983526,16363553,467,h012v008;h012v009;h013v008;h013v009,12,13,8,9,4778516700.0
,17700,310M200US17700,17700,"Coffeyville, KS",M2,1666728644,20601461,468,h017v011,17,17,11,11,1687487400.0
221,44580,310M200US44580,44580,"Sterling, IL",M2,1772198883,31796423,469,h020v007;h020v008,20,20,7,8,1804194000.0
118,36780,310M200US36780,36780,"Oshkosh-Neenah, WI",M1,1125314828,373176432,470,h020v006;h021v006,20,21,6,6,1498280400.0
554,32980,310M200US32980,32980,"Merrill, WI",M2,2276237353,72470204,471,h020v005,20,20,5,5,2349006300.0
,49260,310M200US49260,49260,"Woodward, OK",M2,3217817742,9693376,472,h014v012;h015v011;h015v012,14,15,11,12,3227881500.0
,20340,310M200US20340,20340,"Duncan, OK",M2,2253930696,54690950,473,h015v013;h016v013,15,16,13,13,2308604400.0
,41100,310M200US41100,41100,"St. George, UT",M1,6285672118,9134289,474,h006v010;h007v010,6,7,10,10,6294805200.0
,22260,310M200US22260,22260,"Fergus Falls, MN",M2,5107549566,653980191,475,h016v004;h017v004,16,17,4,4,5762048400.0
,34260,310M200US34260,34260,"Mountain Home, AR",M2,1435587425,84022334,476,h019v012,19,19,12,12,1519857000.0
218,11180,310M200US11180,11180,"Ames, IA",M1,1483235260,2509634,477,h018v007;h018v008,18,18,7,8,1485655200.0
,12540,310M200US12540,12540,"Bakersfield, CA",M1,21061723516,79488735,478,h002v010;h002v011;h003v010;h003v011;h004v011,2,4,10,11,21139125300.0
554,48140,310M200US48140,48140,"Wausau, WI",M1,4001539245,81145909,479,h020v005,20,20,5,5,4082600700.0
,15620,310M200US15620,15620,"Cadillac, MI",M2,2925987056,50674247,480,h022v005;h022v006;h023v005;h023v006,22,23,5,6,2976740100.0
,32620,310M200US32620,32620,"McComb, MS",M2,2950301336,8218928,481,h020v015;h020v016,20,20,15,16,2958488100.0
,34220,310M200US34220,34220,"Moultrie, GA",M2,1416686380,25002138,482,h024v015,24,24,15,15,1441368900.0
,48220,310M200US48220,48220,"Weatherford, OK",M2,2561032754,34321688,483,h015v012,15,15,12,12,2595807000.0
450,25780,310M200US25780,25780,"Henderson, NC",M2,656633631,42196853,484,h027v011,27,27,11,11,698895000.0
222,21460,310M200US21460,21460,"Enterprise, AL",M2,1758565487,3907876,485,h023v015,23,23,15,15,1762911000.0
,44660,310M200US44660,44660,"Stillwater, OK",M2,1773393744,31771425,486,h016v012,16,16,12,12,1805244300.0
204,10860,310M200US10860,10860,"Alice, TX",M2,2240778092,8739522,487,h015v018,15,15,18,18,2249559900.0
,49820,310M200US49820,49820,"Zapata, TX",M2,2585876159,154370982,488,h014v018;h014v019;h015v018;h015v019,14,15,18,19,2739608100.0
220,10300,310M200US10300,10300,"Adrian, MI",M2,1941339768,30699189,489,h023v007,23,23,7,7,1971618300.0
,41760,310M200US41760,41760,"Sandpoint, ID",M2,4494094339,478953307,490,h006v001;h006v002;h007v002,6,7,1,2,4971865500.0
,28580,310M200US28580,28580,"Key West, FL",M2,2546040739,7133347242,491,h026v019;h026v020;h027v019;h027v020,26,27,19,20,3564905400.0
184,35420,310M200US35420,35420,"New Philadelphia-Dover, OH",M2,1470181125,9869084,492,h025v008,25,25,8,8,1480115700.0
168,26980,310M200US26980,26980,"Iowa City, IA",M1,3063678109,28948927,493,h019v008,19,19,8,8,3092537700.0
148,18180,310M200US18180,18180,"Concord, NH",M2,2419397118,57788836,494,h029v005;h030v005,29,30,5,5,2477402100.0
,23940,310M200US23940,23940,"Gillette, WY",M2,12437852902,10357549,495,h011v005;h011v006;h012v005;h012v006,11,12,5,6,12452568300.0
,47700,310M200US47700,47700,"Warsaw, IN",M2,1376372907,59498372,496,h022v008,22,22,8,8,1436242500.0
148,31700,310M200US31700,31700,"Manchester-Nashua, NH",M1,2269346872,41478107,497,h029v005;h030v005,29,30,5,5,2310637500.0
,19580,310M200US19580,19580,"Defiance, OH",M2,1065649896,7073999,498,h023v008,23,23,8,8,1072622700.0
,19700,310M200US19700,19700,"Deming, NM",M2,7679791940,431978,499,h009v014;h009v015;h010v014;h010v015,9,10,14,15,7680223800.0
,30380,310M200US30380,30380,"Lewistown, PA",M2,1064564850,9544799,500,h027v007;h027v008,27,27,7,8,1074155400.0
,17260,310M200US17260,17260,"Clarksdale, MS",M2,1430818390,79539460,501,h020v013,20,20,13,13,1510490700.0
,15460,310M200US15460,15460,"Burlington, IA-IL",M2,2058988476,77674750,502,h019v008;h020v008,19,20,8,8,2137127400.0
,11900,310M200US11900,11900,"Athens, OH",M2,1304383717,12463892,503,h024v009;h025v009,24,25,9,9,1316551500.0
178,32500,310M200US32500,32500,"Maysville, KY",M2,621929411,16276288,504,h023v010;h024v009;h024v010,23,24,9,10,638714700.0
220,22420,310M200US22420,22420,"Flint, MI",M1,1649729501,32693085,505,h023v006;h023v007,23,23,6,7,1682413200.0
,41660,310M200US41660,41660,"San Angelo, TX",M1,6665406266,48281360,506,h013v015;h013v016;h014v015;h014v016,13,14,15,16,6714166500.0
310,12980,310M200US12980,12980,"Battle Creek, MI",M1,1829249871,31275675,507,h022v007;h023v007,22,23,7,7,1860742800.0
,14620,310M200US14620,14620,"Bradford, PA",M2,2536106035,13010718,508,h026v007,26,26,7,7,2549085300.0
266,13660,310M200US13660,13660,"Big Rapids, MI",M2,1437626843,41759538,509,h022v006,22,22,6,6,1479042900.0
294,34620,310M200US34620,34620,"Muncie, IN",M1,1015607268,9792758,510,h022v008;h022v009;h023v008;h023v009,22,23,8,9,1025277300.0
,32540,310M200US32540,32540,"McAlester, OK",M2,3381152482,187399167,511,h017v013,17,17,13,13,3568328100.0
,22780,310M200US22780,22780,"Fort Leonard Wood, MO",M2,1416984433,11342832,512,h019v010;h019v011,19,19,10,11,1428388200.0
,19180,310M200US19180,19180,"Danville, IL",M1,2326763526,7534491,513,h021v008;h021v009,21,21,8,9,2334594600.0
178,48940,310M200US48940,48940,"Wilmington, OH",M2,1058487158,9351754,514,h023v009;h024v009,23,24,9,9,1067864400.0
218,14340,310M200US14340,14340,"Boone, IA",M2,1480356901,5364808,515,h018v007;h018v008,18,18,7,8,1485662400.0
266,26960,310M200US26960,26960,"Ionia, MI",M2,1479671935,22641047,516,h022v006;h022v007;h023v006;h023v007,22,23,6,7,1502218800.0
190,33020,310M200US33020,33020,"Mexico, MO",M2,1792880223,11880946,517,h019v009;h019v010,19,19,9,10,1804788000.0
308,37500,310M200US37500,37500,"Paragould, AR",M2,1496205816,4789584,518,h020v012,20,20,12,12,1500120900.0
106,42140,310M200US42140,42140,"Santa Fe, NM",M1,4945412532,3645423,519,h010v012;h011v012,10,11,12,12,4949939700.0
,25100,310M200US25100,25100,"Guymon, OK",M2,5286917499,19215617,520,h013v011;h013v012;h014v011;h014v012,13,14,11,12,5306857200.0
,27420,310M200US27420,27420,"Jamestown, ND",M2,5754255232,197312589,521,h015v004,15,15,4,4,5951553300.0
,23240,310M200US23240,23240,"Fredericksburg, TX",M2,2740756101,8982856,522,h014v016;h015v016,14,15,16,16,2749865400.0
558,48700,310M200US48700,48700,"Williamsport, PA",M1,3182060991,39457017,523,h027v007,27,27,7,7,3221459100.0
,48100,310M200US48100,48100,"Wauchula, FL",M2,1651878523,1439673,524,h026v017;h026v018,26,26,17,18,1653303600.0
276,30140,310M200US30140,30140,"Lebanon, PA",M1,937138345,1727921,525,h027v007;h027v008;h028v008,27,28,7,8,938905200.0
522,45380,310M200US45380,45380,"Taylorville, IL",M2,1837278859,16221514,526,h020v009;h021v009,20,21,9,9,1853438400.0
,45620,310M200US45620,45620,"Thomasville, GA",M2,1410510137,19728196,527,h024v015,24,24,15,15,1430298900.0
393,36830,310M200US36830,36830,"Othello, WA",M2,4985669170,12622959,528,h005v002;h005v003;h006v002;h006v003,5,6,2,3,4999712400.0
209,34700,310M200US34700,34700,"Muscatine, IA",M2,1132986201,30253390,529,h019v008,19,19,8,8,1163292300.0
470,44900,310M200US44900,44900,"Summerville, GA",M2,811512405,570806,530,h023v013,23,23,13,13,812094300.0
,43700,310M200US43700,43700,"Somerset, KY",M2,1705274603,48546597,531,h023v011,23,23,11,11,1752732900.0
162,34940,310M200US34940,34940,"Naples-Immokalee-Marco Island, FL",M1,5176959832,792901545,532,h026v018;h026v019;h027v018;h027v019,26,27,18,19,5449276800.0
408,45860,310M200US45860,45860,"Torrington, CT",M2,2384262297,62138320,533,h029v006,29,29,6,6,2446211700.0
,23380,310M200US23380,23380,"Fremont, OH",M2,1057901466,23963729,534,h024v007;h024v008,24,24,7,8,1074068100.0
,32340,310M200US32340,32340,"Maryville, MO",M2,2271326597,2361588,535,h017v009,17,17,9,9,2273807700.0
464,42900,310M200US42900,42900,"Seneca Falls, NY",M2,838403626,172828921,536,h027v006,27,27,6,6,1011355200.0
554,49220,310M200US49220,49220,"Wisconsin Rapids-Marshfield, WI",M2,2053722456,42296681,537,h020v005;h020v006,20,20,5,6,2096446500.0
198,17060,310M200US17060,17060,"Chillicothe, OH",M2,1784987273,9938174,538,h024v009,24,24,9,9,1795176900.0
474,33220,310M200US33220,33220,"Midland, MI",M1,1337099821,30589807,539,h023v006,23,23,6,6,1367571600.0
,34500,310M200US34500,34500,"Mount Vernon, IL",M2,1479284991,32709408,540,h021v010,21,21,10,10,1511788500.0
,31660,310M200US31660,31660,"Malone, NY",M2,4219273083,177028893,541,h028v004;h028v005,28,28,4,5,4398747300.0
268,34340,310M200US34340,34340,"Mount Airy, NC",M2,1378305039,10715035,542,h025v011;h026v011,25,26,11,11,1388934000.0
,31820,310M200US31820,31820,"Manitowoc, WI",M2,1526310981,2343326774,543,h021v006,21,21,6,6,1542466800.0
,18740,310M200US18740,18740,"Coshocton, OH",M2,1460530890,9243185,544,h024v008;h025v008,24,25,8,8,1469652300.0
338,16380,310M200US16380,16380,"Celina, OH",M2,1197738408,28425902,545,h023v008,23,23,8,8,1226134800.0
,11020,310M200US11020,11020,"Altoona, PA",M1,1361815246,3285511,546,h026v008;h027v008,26,27,8,8,1365060600.0
338,30620,310M200US30620,30620,"Lima, OH",M1,1042470093,11266164,547,h023v008,23,23,8,8,1054083600.0
,10460,310M200US10460,10460,"Alamogordo, NM",M2,17128142410,37012231,548,h010v014;h010v015;h011v014;h011v015,10,11,14,15,17163225900.0
198,47920,310M200US47920,47920,"Washington Court House, OH",M2,1052458587,1705317,549,h024v009,24,24,9,9,1053910800.0
416,36420,310M200US36420,36420,"Oklahoma City, OK",M1,14275025160,181554378,550,h015v012;h015v013;h016v012;h016v013,15,16,12,13,14455946700.0
408,35620,310M200US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA",M1,21478408908,6689374328,551,h028v006;h028v007;h029v006;h029v007;h029v008;h030v006;h030v007,28,30,6,8,23379435000.0
145,14010,310M200US14010,14010,"Bloomington, IL",M1,4094504732,27082489,552,h020v008;h020v009;h021v008;h021v009,20,21,8,9,4121550900.0
458,39980,310M200US39980,39980,"Richmond, IN",M2,1040508997,6732251,553,h023v009,23,23,9,9,1047211200.0
,38580,310M200US38580,38580,"Point Pleasant, WV-OH",M2,2323941473,48259518,554,h024v009;h024v010;h025v009;h025v010,24,25,9,10,2372162400.0
266,26090,310M200US26090,26090,"Holland, MI",M2,2137343989,2610850577,555,h022v007,22,22,7,7,2182278600.0
476,22100,310M200US22100,22100,"Farmington, MO",M2,1170437422,7160607,556,h020v010;h020v011,20,20,10,11,1177883100.0
,10820,310M200US10820,10820,"Alexandria, MN",M2,1650537353,214266358,557,h017v004;h017v005,17,17,4,5,1865079000.0
184,35940,310M200US35940,35940,"Norwalk, OH",M2,1272965337,8615925,558,h024v008,24,24,8,8,1281588300.0
248,45660,310M200US45660,45660,"Tiffin, OH",M2,1427135405,4593158,559,h024v008,24,24,8,8,1431477900.0
370,42680,310M200US42680,42680,"Sebastian-Vero Beach, FL",M1,1302340528,295574851,560,h027v017,27,27,17,17,1399515300.0
266,34740,310M200US34740,34740,"Muskegon, MI",M1,1295054226,2486391831,561,h022v006,22,22,6,6,1365939000.0
458,18220,310M200US18220,18220,"Connersville, IN",M2,556901540,366408,562,h023v009,23,23,9,9,557127900.0
394,34380,310M200US34380,34380,"Mount Pleasant, MI",M2,1483226456,12959626,563,h022v006;h023v006,22,23,6,6,1496249100.0
,22520,310M200US22520,22520,"Florence-Muscle Shoals, AL",M1,3264212409,214450972,564,h021v013;h022v013,21,22,13,13,3478933800.0
204,28780,310M200US28780,28780,"Kingsville, TX",M2,6060003316,1803169781,565,h015v018;h015v019;h016v018;h016v019,15,16,18,19,6349989600.0
482,39340,310M200US39340,39340,"Provo-Orem, UT",M1,13973702153,400847890,566,h006v008;h007v008;h007v009;h008v008;h008v009,6,8,8,9,14371530300.0
146,30260,310M200US30260,30260,"Lewisburg, PA",M2,818399145,4639329,567,h027v007,27,27,7,7,822942000.0
,36340,310M200US36340,36340,"Oil City, PA",M2,1746387420,22148537,568,h025v007;h026v007,25,26,7,7,1768479300.0
194,12220,310M200US12220,12220,"Auburn-Opelika, AL",M1,1573552324,21488937,569,h023v014,23,23,14,14,1594976400.0
,19500,310M200US19500,19500,"Decatur, IL",M1,1503973502,13409564,570,h020v009;h021v009,20,21,9,9,1517407200.0
452,43940,310M200US43940,43940,"Spearfish, SD",M2,2072089202,713642,571,h012v005;h012v006;h013v005;h013v006,12,13,5,6,2072169000.0
556,11680,310M200US11680,11680,"Arkansas City-Winfield, KS",M2,2915656992,17314108,572,h016v011,16,16,11,11,2932629300.0
546,25260,310M200US25260,25260,"Hanford-Corcoran, CA",M1,3598582456,5468555,573,h002v010;h003v010,2,3,10,10,3604057200.0
566,49660,310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA",M1,4409156947,108718491,574,h025v007;h025v008,25,25,7,8,4518033300.0
518,17660,310M200US17660,17660,"Coeur d'Alene, ID",M1,3222281604,185181742,575,h006v002,6,6,2,2,3407887800.0
340,30780,310M200US30780,30780,"Little Rock-North Little Rock-Conway, AR",M1,10578440901,295694130,576,h018v013;h019v012;h019v013,18,19,12,13,10873566000.0
,25840,310M200US25840,25840,"Hermiston-Pendleton, OR",M2,13589974524,84972099,577,h004v003;h004v004;h005v003;h005v004,4,5,3,4,13675617900.0
438,38860,310M200US38860,38860,"Portland-South Portland, ME",M1,5388280775,2011849387,578,h030v004;h030v005,30,30,4,5,5891653800.0
357,12660,310M200US12660,12660,"Baraboo, WI",M2,2152007753,45296336,579,h020v006;h020v007,20,20,6,7,2197301400.0
,32100,310M200US32100,32100,"Marquette, MI",M2,4683958912,4185358957,580,h021v004,21,21,4,4,4843620900.0
,16580,310M200US16580,16580,"Champaign-Urbana, IL",M1,4975458579,7928464,581,h021v008;h021v009,21,21,8,9,4983323400.0
,42420,310M200US42420,42420,"Scottsbluff, NE",M2,9200241400,17707405,582,h012v007;h012v008;h013v007;h013v008,12,13,7,8,9217058400.0
218,19780,310M200US19780,19780,"Des Moines-West Des Moines, IA",M1,7468132027,73435205,583,h017v008;h018v008,17,18,8,8,7541685900.0
176,36860,310M200US36860,36860,"Ottawa-Peru, IL",M2,5605589861,76514728,584,h020v008;h021v008,20,21,8,8,5682216600.0
,20820,310M200US20820,20820,"Effingham, IL",M2,1240027660,3183217,585,h021v009;h021v010,21,21,9,10,1243216800.0
176,33140,310M200US33140,33140,"Michigan City-La Porte, IN",M1,1549659085,38675577,586,h022v007;h022v008,22,22,7,8,1564435800.0
122,15660,310M200US15660,15660,"Calhoun, GA",M2,921538728,5787828,587,h023v013,23,23,13,13,927381600.0
294,24700,310M200US24700,24700,"Greensburg, IN",M2,964946213,1955471,588,h022v009;h023v009,22,23,9,9,967058100.0
,25620,310M200US25620,25620,"Hattiesburg, MS",M1,4170796492,27232713,589,h021v015;h021v016,21,21,15,16,4197608100.0
426,15900,310M200US15900,15900,"Canton, IL",M2,2241880791,43973316,590,h020v008;h020v009,20,20,8,9,2285834400.0
320,29200,310M200US29200,29200,"Lafayette-West Lafayette, IN",M1,3311166848,16373698,591,h021v008;h022v008;h022v009,21,22,8,9,3326885100.0
258,23060,310M200US23060,23060,"Fort Wayne, IN",M1,3524916106,18669917,592,h022v008;h023v008,22,23,8,8,3543455700.0
438,30340,310M200US30340,30340,"Lewiston-Auburn, ME",M1,1211937419,75599699,593,h030v004,30,30,4,4,1287430200.0
232,32860,310M200US32860,32860,"Menomonie, WI",M2,2201842348,35644676,594,h019v005,19,19,5,5,2237603400.0
,21380,310M200US21380,21380,"Emporia, KS",M2,2194958185,20561715,595,h016v010;h017v010,16,17,10,10,2215594800.0
,20420,310M200US20420,20420,"Durango, CO",M2,4376816404,25396402,596,h009v011;h010v010;h010v011,9,10,10,11,4402323900.0
,32940,310M200US32940,32940,"Meridian, MS",M2,5597984924,37044195,597,h021v014;h021v015,21,21,14,15,5634367200.0
422,36740,310M200US36740,36740,"Orlando-Kissimmee-Sanford, FL",M1,9012049786,1377779539,598,h026v016;h026v017;h027v017,26,27,16,17,10389234600.0
206,43300,310M200US43300,43300,"Sherman-Denison, TX",M1,2415989108,120124595,599,h016v014,16,16,14,14,2535596100.0
352,31180,310M200US31180,31180,"Lubbock, TX",M1,6961014817,21260554,600,h013v014;h014v014,13,14,14,14,6981392700.0
,25740,310M200US25740,25740,"Helena, MT",M2,13249027584,107682922,601,h008v002;h008v003;h008v004;h009v003;h009v004,8,9,2,4,13356013500.0
296,27060,310M200US27060,27060,"Ithaca, NY",M1,1229335864,43793070,602,h027v006,27,27,6,6,1273017600.0
,33940,310M200US33940,33940,"Montrose, CO",M2,5804077510,4923261,603,h009v010;h010v010,9,10,10,10,5808562200.0
,45000,310M200US45000,45000,"Susanville, CA",M2,11761620852,463438654,604,h003v006;h003v007;h003v008,3,3,6,8,12226657500.0
236,18500,310M200US18500,18500,"Corning, NY",M2,3601566799,34993606,605,h026v006;h027v006;h027v007,26,27,6,7,3636719100.0
,15260,310M200US15260,15260,"Brunswick, GA",M1,3332039102,828371760,606,h025v015;h026v015,25,26,15,15,3607977600.0
258,11420,310M200US11420,11420,"Angola, IN",M2,799725144,35458838,607,h023v007;h023v008,23,23,7,8,835242300.0
268,15500,310M200US15500,15500,"Burlington, NC",M1,1098038862,27933266,608,h026v011;h027v011,26,27,11,11,1125825300.0
,10980,310M200US10980,10980,"Alpena, MI",M2,1481125307,2908714555,609,h023v005,23,23,5,5,1550216700.0
,28500,310M200US28500,28500,"Kerrville, TX",M2,2857583413,10247343,610,h014v016;h014v017;h015v016;h015v017,14,15,16,17,2867985000.0
,22800,310M200US22800,22800,"Fort Madison-Keokuk, IA-IL-MO",M2,4703265264,127299951,611,h019v008;h019v009,19,19,8,9,4830120000.0
278,25540,310M200US25540,25540,"Hartford-West Hartford-East Hartford, CT",M1,3923052184,238346847,612,h029v006;h030v006,29,30,6,6,4023100800.0
,45900,310M200US45900,45900,"Traverse City, MI",M2,4379940086,7440196064,613,h022v005,22,22,5,5,4624268400.0
378,33460,310M200US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",M1,19781159640,1248717247,614,h017v005;h017v006;h018v004;h018v005;h018v006;h019v005;h019v006,17,19,4,6,21030033600.0
,21740,310M200US21740,21740,"Evanston, WY",M2,5391916735,16345637,615,h008v007;h008v008;h009v007;h009v008,8,9,7,8,5408109900.0
,37060,310M200US37060,37060,"Oxford, MS",M2,1636141756,123047582,616,h020v013;h021v013,20,21,13,13,1759346100.0
310,44780,310M200US44780,44780,"Sturgis, MI",M2,1296553521,52912990,617,h022v007,22,22,7,7,1349244000.0
194,46740,310M200US46740,46740,"Valley, AL",M2,1545009121,17048126,618,h023v014,23,23,14,14,1562211900.0
525,18780,310M200US18780,18780,"Craig, CO",M2,12284800386,19803413,619,h009v008;h010v008,9,10,8,8,12304197000.0
298,15020,310M200US15020,15020,"Brookhaven, MS",M2,1518059682,5305564,621,h020v015,20,20,15,15,1523678400.0
444,39380,310M200US39380,39380,"Pueblo, CO",M1,6179911297,30284241,622,h011v010;h012v010;h012v011,11,12,10,11,6213357900.0
284,26300,310M200US26300,26300,"Hot Springs, AR",M1,1755505406,147165424,623,h018v013;h019v013,18,19,13,13,1902921300.0
,47940,310M200US47940,47940,"Waterloo-Cedar Falls, IA",M1,3893008619,28167535,624,h018v007;h019v007,18,19,7,7,3921158700.0
,28260,310M200US28260,28260,"Kearney, NE",M2,3844421270,19189241,625,h015v008;h015v009,15,15,8,9,3863552400.0
,30900,310M200US30900,30900,"Logansport, IN",M2,1067475955,6974424,626,h022v008,22,22,8,8,1074771900.0
294,18820,310M200US18820,18820,"Crawfordsville, IN",M2,1306954206,2144021,627,h022v009,22,22,9,9,1309156200.0
312,36840,310M200US36840,36840,"Ottawa, KS",M2,1480858186,13918274,628,h017v010,17,17,10,10,1494674100.0
366,32780,310M200US32780,32780,"Medford, OR",M1,7209372699,46860852,629,h002v005;h002v006;h003v005,2,3,5,6,7255890900.0
370,33100,310M200US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",M1,13145453524,2749445492,630,h027v018;h027v019,27,27,18,19,14170616100.0
,24740,310M200US24740,24740,"Greenville, MS",M2,1877069901,94495553,631,h020v014,20,20,14,14,1971508500.0
170,39020,310M200US39020,39020,"Portsmouth, OH",M2,1580450320,15365075,632,h024v009;h024v010,24,24,9,10,1595445300.0
,47380,310M200US47380,47380,"Waco, TX",M1,4668694471,81529872,633,h016v015;h016v016,16,16,15,16,4750001100.0
368,32820,310M200US32820,32820,"Memphis, TN-MS-AR",M1,12910527030,319234186,634,h020v012;h020v013;h021v012;h021v013,20,21,12,13,13229934300.0
268,24660,310M200US24660,24660,"Greensboro-High Point, NC",M1,5161864504,69081871,635,h026v011;h026v012,26,26,11,12,5230668600.0
,10660,310M200US10660,10660,"Albert Lea, MN",M2,1831347092,39714579,636,h018v006,18,18,6,6,1871402400.0
,16660,310M200US16660,16660,"Charleston-Mattoon, IL",M2,2212662304,7163106,637,h021v009,21,21,9,9,2219859900.0
